epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1786.13,1.46389,1.29529,1.35978,0.78659,0.83059,0.8451,0.37452,1.95586,1.61402,1.82726,0.000324815,0.000324815,0.000324815
44,1827.12,1.46356,1.2923,1.37212,0.81535,0.8169,0.82521,0.39455,1.88199,1.48354,1.76912,0.000319311,0.000319311,0.000319311
45,1869.81,1.4446,1.25905,1.38021,0.80298,0.86105,0.83867,0.38924,1.89607,1.46011,1.78477,0.000313806,0.000313806,0.000313806
46,1914.44,1.4204,1.41258,1.39954,0.80069,0.84875,0.83714,0.35939,2.02279,1.45884,1.90128,0.000308302,0.000308302,0.000308302
47,1960.1,1.38349,1.272,1.34765,0.78569,0.82624,0.82425,0.34732,2.08244,1.47929,1.9581,0.000302798,0.000302798,0.000302798
48,1997.59,1.4455,1.22704,1.37664,0.76885,0.87324,0.83068,0.36766,1.94455,1.40265,1.84168,0.000297293,0.000297293,0.000297293
49,2039.66,1.28333,1.15965,1.27664,0.81252,0.88732,0.82961,0.37146,1.91742,1.34374,1.86082,0.000291789,0.000291789,0.000291789
50,2089.41,1.32534,1.24238,1.27737,0.8268,0.88732,0.82717,0.36241,1.94906,1.37323,1.89,0.000286284,0.000286284,0.000286284
51,2131.15,1.38429,1.24463,1.35225,0.82812,0.88221,0.84277,0.38591,1.9034,1.37245,1.82025,0.00028078,0.00028078,0.00028078
52,2174.05,1.2931,1.27214,1.28319,0.85627,0.8169,0.84482,0.37036,1.96444,1.40874,1.82313,0.000275276,0.000275276,0.000275276
53,2216.83,1.33635,1.19564,1.3118,0.83038,0.82743,0.82227,0.35012,2.03486,1.46933,1.86089,0.000269771,0.000269771,0.000269771
54,2253.95,1.38919,1.19923,1.33111,0.81893,0.84507,0.81848,0.35631,1.97074,1.40982,1.81288,0.000264267,0.000264267,0.000264267
55,2297.73,1.29641,1.20791,1.28955,0.85688,0.84326,0.82072,0.36198,1.90135,1.38665,1.76762,0.000258762,0.000258762,0.000258762
56,2404.59,1.24771,1.1164,1.23989,0.83897,0.88063,0.83783,0.3579,1.94397,1.36646,1.83454,0.000253258,0.000253258,0.000253258
57,2598.26,1.34339,1.21289,1.29154,0.8496,0.87521,0.83949,0.36735,1.90524,1.35262,1.79683,0.000247754,0.000247754,0.000247754
58,2740.81,1.2458,1.08989,1.24342,0.86758,0.87324,0.86753,0.39613,1.85597,1.36193,1.73261,0.000242249,0.000242249,0.000242249
59,2846.15,1.2842,1.11447,1.27224,0.8325,0.8401,0.81802,0.36516,1.97169,1.401,1.79435,0.000236745,0.000236745,0.000236745
60,2948.36,1.31263,1.12356,1.28131,0.84525,0.80282,0.83061,0.34845,2.0392,1.42653,1.845,0.00023124,0.00023124,0.00023124
61,3019.68,1.32124,1.18163,1.28598,0.81296,0.88732,0.84482,0.36733,2.00325,1.4253,1.80302,0.000225736,0.000225736,0.000225736
62,3102.99,1.27251,1.13049,1.24356,0.84561,0.90141,0.84796,0.38597,1.9004,1.35061,1.7257,0.000220232,0.000220232,0.000220232
63,3194.94,1.19114,1.12734,1.22389,0.87414,0.91549,0.86539,0.39504,1.89577,1.3164,1.77263,0.000214727,0.000214727,0.000214727
64,3317.91,1.21409,1.09922,1.22476,0.87216,0.91549,0.86285,0.39458,1.91678,1.2921,1.82168,0.000209223,0.000209223,0.000209223
65,3409.71,1.18782,1.04182,1.19919,0.87735,0.91549,0.86822,0.39611,1.90714,1.27921,1.80669,0.000203718,0.000203718,0.000203718
66,3508.11,1.23747,1.10475,1.25443,0.87798,0.91209,0.86947,0.40078,1.92011,1.2995,1.78239,0.000198214,0.000198214,0.000198214
67,3644.06,1.2114,1.06215,1.22027,0.87279,0.90141,0.8625,0.39889,1.92469,1.29502,1.76928,0.00019271,0.00019271,0.00019271
68,3710.51,1.16123,1.06194,1.17645,0.86942,0.90141,0.86754,0.39358,1.91216,1.27915,1.78988,0.000187205,0.000187205,0.000187205
69,3815.08,1.22087,1.07564,1.21251,0.8631,0.88798,0.83535,0.39865,1.9014,1.28566,1.82461,0.000181701,0.000181701,0.000181701
70,3908.4,1.19116,1.06612,1.23947,0.84786,0.90141,0.83174,0.38833,1.90488,1.2927,1.82491,0.000176196,0.000176196,0.000176196
71,3993.51,1.13996,0.99971,1.18701,0.85206,0.90141,0.83352,0.37981,1.90882,1.28036,1.81843,0.000170692,0.000170692,0.000170692
72,4068.72,1.15444,1.07891,1.17516,0.85282,0.89776,0.8297,0.37967,1.89966,1.28367,1.79342,0.000165188,0.000165188,0.000165188
73,4164.38,1.09829,1.01932,1.16547,0.84078,0.90141,0.83493,0.37895,1.91082,1.28497,1.81061,0.000159683,0.000159683,0.000159683
74,4282.73,1.11029,1.02494,1.15675,0.85518,0.91488,0.85687,0.38401,1.92333,1.27612,1.8458,0.000154179,0.000154179,0.000154179
75,4340.38,1.16124,1.04912,1.17935,0.8634,0.87324,0.84734,0.38219,1.93679,1.26688,1.87615,0.000148674,0.000148674,0.000148674
76,4458.89,1.14246,1.0424,1.19078,0.90232,0.88732,0.86767,0.38537,1.94005,1.26231,1.87464,0.00014317,0.00014317,0.00014317
77,4547.08,1.1124,1.05807,1.15904,0.89307,0.88732,0.8659,0.39181,1.91825,1.24675,1.84193,0.000137666,0.000137666,0.000137666
78,4642.91,1.01969,0.97315,1.12244,0.88844,0.89735,0.86585,0.38875,1.90472,1.24003,1.82335,0.000132161,0.000132161,0.000132161
79,4762.19,1.10871,1.05248,1.15584,0.8755,0.91549,0.8608,0.38634,1.89747,1.25647,1.80272,0.000126657,0.000126657,0.000126657
80,4849.42,1.05144,0.93876,1.11454,0.89014,0.91296,0.8646,0.38994,1.87813,1.25456,1.80017,0.000121152,0.000121152,0.000121152
81,4905.62,1.01695,0.99045,1.11247,0.89921,0.92958,0.8733,0.39102,1.87444,1.25023,1.80742,0.000115648,0.000115648,0.000115648
82,5015.65,0.99909,0.96703,1.11437,0.90378,0.92606,0.87263,0.38446,1.88112,1.23348,1.81655,0.000110144,0.000110144,0.000110144
83,5102.15,1.08226,1.01109,1.16295,0.90122,0.91549,0.86895,0.39063,1.88086,1.24228,1.81182,0.000104639,0.000104639,0.000104639
84,5196,1.03849,0.98624,1.12261,0.90078,0.91549,0.86915,0.39319,1.87696,1.23571,1.79953,9.91348e-05,9.91348e-05,9.91348e-05
85,5325.17,1.0104,0.94803,1.12052,0.90107,0.91549,0.86873,0.39495,1.8731,1.22629,1.79648,9.36304e-05,9.36304e-05,9.36304e-05
86,5417.34,1.01325,0.93347,1.09699,0.91322,0.91549,0.87962,0.39786,1.89093,1.22642,1.82334,8.8126e-05,8.8126e-05,8.8126e-05
87,5483.01,1.02094,0.94918,1.11652,0.91353,0.91549,0.88432,0.39558,1.89521,1.22582,1.83726,8.26216e-05,8.26216e-05,8.26216e-05
88,5614.35,1.0727,0.98274,1.12544,0.91395,0.91549,0.88798,0.39034,1.90346,1.21787,1.87158,7.71172e-05,7.71172e-05,7.71172e-05
89,5702.58,1.01739,0.96414,1.1036,0.91404,0.91549,0.88672,0.38521,1.90759,1.21939,1.87739,7.16128e-05,7.16128e-05,7.16128e-05
90,5812.19,1.04371,0.94614,1.13031,0.91395,0.91549,0.88567,0.39021,1.90719,1.22131,1.86588,6.61084e-05,6.61084e-05,6.61084e-05
91,5896.43,1.13386,1.28608,1.16257,0.91381,0.91549,0.88707,0.39519,1.89761,1.22224,1.84608,6.0604e-05,6.0604e-05,6.0604e-05
92,5976.38,1.23539,1.31546,1.23505,0.91383,0.91549,0.88898,0.40097,1.88714,1.24136,1.81057,5.50996e-05,5.50996e-05,5.50996e-05
93,6055.5,1.20845,1.27514,1.17273,0.90108,0.91549,0.87604,0.38729,1.90955,1.25024,1.79756,4.95952e-05,4.95952e-05,4.95952e-05
94,6115.91,1.13258,1.18763,1.12317,0.90057,0.91549,0.87575,0.38156,1.92693,1.24775,1.79018,4.40908e-05,4.40908e-05,4.40908e-05
95,6196.88,1.01453,1.12243,1.08977,0.89939,0.91549,0.8881,0.37767,1.95695,1.22605,1.80656,3.85864e-05,3.85864e-05,3.85864e-05
96,6295.64,0.99456,1.09085,1.07519,0.901,0.89735,0.87427,0.36938,1.98237,1.23285,1.81174,3.3082e-05,3.3082e-05,3.3082e-05
97,6406.09,1.08086,1.17968,1.12091,0.9006,0.88732,0.87197,0.36222,1.99778,1.24684,1.81578,2.75776e-05,2.75776e-05,2.75776e-05
98,6474.03,0.9768,1.11001,1.06999,0.89796,0.88732,0.87043,0.35918,1.9812,1.2466,1.82208,2.20732e-05,2.20732e-05,2.20732e-05
99,6557.26,1.01447,1.09232,1.06889,0.89734,0.88732,0.86969,0.3661,1.96626,1.24244,1.81577,1.65688e-05,1.65688e-05,1.65688e-05
100,6686.95,1.0346,1.15355,1.09032,0.88647,0.91549,0.87886,0.36518,1.95592,1.2307,1.82071,1.10644e-05,1.10644e-05,1.10644e-05
