epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,1314.51,1.54392,1.20235,1.16086,0.52982,0.5625,0.44535,0.16129,2.29108,1.81296,1.69606,0.0004556,0.0004556,0.0004556
80,1330.96,1.52784,1.22348,1.19268,0.53105,0.58036,0.47548,0.17513,2.2772,1.77544,1.70102,0.0004358,0.0004358,0.0004358
81,1347.35,1.46458,1.20795,1.14367,0.53105,0.58036,0.47548,0.17513,2.2772,1.77544,1.70102,0.000416,0.000416,0.000416
82,1364.11,1.40027,1.15074,1.13482,0.50253,0.63393,0.50877,0.17548,2.26301,1.76683,1.70399,0.0003962,0.0003962,0.0003962
83,1380.56,1.44844,1.13677,1.14526,0.49313,0.64286,0.51489,0.17088,2.27369,1.76032,1.71163,0.0003764,0.0003764,0.0003764
84,1397.77,1.4753,1.17336,1.18196,0.50113,0.63393,0.51738,0.17375,2.28739,1.75043,1.70791,0.0003566,0.0003566,0.0003566
85,1414.48,1.45935,1.18236,1.1792,0.50113,0.63393,0.51738,0.17375,2.28739,1.75043,1.70791,0.0003368,0.0003368,0.0003368
86,1431.45,1.44891,1.14038,1.181,0.48327,0.60958,0.48881,0.16973,2.2935,1.74424,1.69609,0.000317,0.000317,0.000317
87,1448.46,1.37998,1.10373,1.15087,0.45329,0.58929,0.46062,0.16314,2.35797,1.76025,1.72153,0.0002972,0.0002972,0.0002972
88,1465.12,1.41655,1.12285,1.11128,0.62397,0.4445,0.46339,0.1614,2.36975,1.757,1.73019,0.0002774,0.0002774,0.0002774
89,1481.39,1.50725,1.22227,1.17517,0.62397,0.4445,0.46339,0.1614,2.36975,1.757,1.73019,0.0002576,0.0002576,0.0002576
90,1498.13,1.4253,1.10242,1.15289,0.59819,0.46524,0.47557,0.17544,2.34757,1.72248,1.70658,0.0002378,0.0002378,0.0002378
91,1514.63,1.55107,1.43228,1.24031,0.59576,0.49107,0.4786,0.18246,2.31618,1.69914,1.68452,0.000218,0.000218,0.000218
92,1530.96,1.56041,1.46615,1.26047,0.61666,0.5,0.48966,0.1851,2.29744,1.69457,1.66665,0.0001982,0.0001982,0.0001982
93,1547.22,1.31021,1.16836,1.14787,0.61666,0.5,0.48966,0.1851,2.29744,1.69457,1.66665,0.0001784,0.0001784,0.0001784
94,1563.94,1.42472,1.60147,1.12291,0.54466,0.53401,0.47291,0.17658,2.30263,1.72669,1.65845,0.0001586,0.0001586,0.0001586
95,1580.79,1.24338,1.27214,1.10767,0.54388,0.49107,0.46536,0.16975,2.3179,1.77548,1.67268,0.0001388,0.0001388,0.0001388
96,1597.45,1.26526,1.2589,1.08919,0.51231,0.52679,0.45155,0.16545,2.33676,1.81948,1.68675,0.000119,0.000119,0.000119
97,1614.09,1.31952,1.17975,1.1795,0.51231,0.52679,0.45155,0.16545,2.33676,1.81948,1.68675,9.92e-05,9.92e-05,9.92e-05
98,1630.77,1.34221,1.31186,1.1766,0.51248,0.51786,0.44174,0.15702,2.3313,1.83575,1.68899,7.94e-05,7.94e-05,7.94e-05
99,1647.57,1.2892,1.23624,1.12667,0.50706,0.51786,0.4467,0.15794,2.3213,1.82877,1.68881,5.96e-05,5.96e-05,5.96e-05
100,1664.81,1.23192,1.10357,1.08011,0.51236,0.51786,0.45743,0.16289,2.31132,1.81845,1.6834,3.98e-05,3.98e-05,3.98e-05
